danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.843,0.741,-5.609,0.334,0.0252,0.0,0.096,0.68,168.983,55CHeLEfn5iJ0IIkgaa4si,155497,4
0.689,0.689,-5.517,0.045,0.23,0.0,0.57,0.664,130.069,10xuH52YSXHWFwCaF1fsDd,204760,4
0.894,0.618,-4.356,0.129,0.0808,0.0,0.558,0.379,119.1,7IMwEtpAiJanqF6vQteZN2,161320,4
0.755,0.578,-8.932,0.145,0.316,0.0,0.25,0.581,94.148,1IIKrJVP1C9N7iPtG6eOsK,176960,4
0.877,0.607,-7.818,0.15,0.535,0.0,0.138,0.773,127.055,1SF8piqsZWn86DajVKih8F,151249,4
0.929,0.667,-6.789,0.353,0.0185,0.0,0.1,0.274,126.998,3sKz6Sd72K0ofPWcJPPk6H,155168,4
0.766,0.788,-3.128,0.312,0.105,5.81e-06,0.142,0.609,179.984,0GzuHFG4Ql6DoyxFRnIk3F,200482,4
0.699,0.805,-5.535,0.0345,0.00161,0.00177,0.249,0.232,109.976,4i2qxFEVVUi8yOYoxB8TCX,223280,4
0.719,0.598,-6.254,0.077,0.232,0.0,0.115,0.303,142.592,5YnxnTS89l3FElIwfIAeSs,126521,4
0.879,0.365,-7.781,0.0924,0.227,0.135,0.0583,0.663,94.016,20R4HfKloPKgXDqU7UKk3x,173539,4
0.32,0.21,-15.231,0.0345,0.92,8.01e-05,0.138,0.208,73.196,4PS1e8f2LvuTFgUs1Cn3ON,192160,5
0.694,0.769,-4.665,0.0325,0.163,0.0,0.0976,0.663,93.033,72HP2M4jjw4t0AIGdEVGEF,203880,4
0.834,0.371,-11.99,0.0358,0.799,0.0,0.275,0.976,96.628,25leEEaz1gIpp7o21Fqyjo,150267,4
0.335,0.43,-5.364,0.0322,0.846,0.0,0.126,0.379,78.259,2olKV1Kl0yp2WdK78jcFsR,275099,5
0.497,0.897,-4.21,0.0513,0.00635,0.0,0.305,0.539,142.007,2aq7ZO1is1czoQAh076QFU,197223,4
0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,5aHwYjiSGgJAxy10mBMlDT,199054,4
0.552,0.225,-11.501,0.0477,0.827,0.0,0.111,0.67,138.002,6gdLyYNuhWBzqwlOFSsXC7,219573,4
0.638,0.538,-8.445,0.0315,0.452,0.000415,0.0695,0.318,89.124,3K07bGe8iljQ3mOKArHLDo,240413,4
0.565,0.837,-4.607,0.119,0.106,0.0,0.37,0.775,105.067,2bV4NwncWMnVvcWyU2yxwB,156276,4
0.625,0.552,-7.593,0.325,0.111,3.61e-06,0.294,0.239,81.142,3xUoEjDFhHCWlIeLRoTabt,200000,4
0.65,0.825,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,1oFAF1hdPOickyHgbuRjyX,191014,4
0.466,0.786,-5.13,0.0328,0.417,6.1e-05,0.125,0.571,203.903,4obHzpwGrjoTuZh2DItEMZ,210507,4
0.658,0.538,-7.676,0.0289,0.657,0.0,0.123,0.62,136.967,42lqBjPYlmL1EXpMDXvhSN,161773,4
0.58,0.752,-5.078,0.0267,0.49,0.0,0.277,0.72,148.108,2Qz8kpCjxulML39zB6gQxY,186293,4
0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,60ynsPSSKe6O3sfwRnIBRf,226987,4
0.878,0.475,-8.42,0.324,0.00984,0.0,0.167,0.397,131.988,15C4TnrrVdym7UykxQIOTZ,211610,4
0.641,0.598,-5.7,0.324,0.381,0.0,0.0921,0.285,131.459,5hChuUMe5iHfjkXgzj1D4b,199706,5
0.658,0.634,-6.068,0.0431,0.0104,0.0,0.12,0.302,140.002,1nahzW3kfMuwReTka28tH5,170813,4
0.55,0.637,-5.212,0.163,0.597,0.0,0.129,0.535,84.448,3zc8VZEpM1onYV4FWGdFvm,160078,4
0.66,0.817,-6.269,0.0521,0.162,0.0,0.0667,0.714,135.942,2CYVETnhM9aytqrazYYwrK,277592,4
0.754,0.66,-6.811,0.267,0.179,0.0,0.194,0.316,83.0,3E3pb3qH11iny6TFDJvsg5,209299,4
0.847,0.629,-5.81,0.102,0.0318,0.0,0.152,0.109,135.976,3X2r2CnHOJeV5YekPTgBnK,255532,4
0.752,0.563,-8.066,0.209,0.146,0.0,0.103,0.551,145.05,4VW44pawoOHPUjlN7DX5vk,178776,4
0.849,0.701,-4.407,0.06,0.407,0.0,0.112,0.505,98.005,7Bk0uXKk1uPT0XuQbpFzvs,261667,4
0.386,0.762,-6.341,0.564,0.122,0.0,0.527,0.433,170.691,0BiK5BbYNFLb88CCOxBFJe,138312,4
0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,3Wrjm47oTz2sjIgck11l5e,211560,4
0.606,0.671,-7.529,0.352,0.415,0.0,0.176,0.642,168.201,2hoR8CosGo9F4dTrE056ea,148571,4
0.715,0.625,-5.58,0.152,0.225,0.0,0.103,0.588,147.97,2CMVajzxRuxsFNzYFkzjTb,233514,4
0.727,0.739,-3.805,0.0411,0.365,0.00137,0.161,0.533,93.005,2Xr1dTzJee307rmrkt8c0g,145800,4
0.602,0.477,-8.425,0.032,0.268,3.1e-05,0.173,0.552,183.89,2UikqkwBv7aIvlixeVXHWt,213493,4
0.601,0.741,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,6I3mqTwhRpn34SLVafSH7G,153190,4
0.405,0.565,-9.266,0.0372,0.38,0.0195,0.107,0.166,159.892,6G2xXQRSZlEzYsUEb3uvuR,214149,3
0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,46IZ0fSY2mpAiktS3KOqds,224695,4
0.825,0.414,-6.634,0.144,0.00265,0.0,0.357,0.106,72.993,4A8cWXxKfIL3lAyUDzXbCF,200548,4
0.577,0.45,-8.516,0.0834,0.357,0.0,0.111,0.83,205.863,52xJxFP6TqMuO4Yt0eOkMz,216120,4
0.65,0.584,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,760jhRscwGbIIe1m1IIQpU,202227,4
0.798,0.572,-6.627,0.17,0.027,0.0,0.099,0.293,155.933,1t55dGrBkLvKDzNa9QJ3LV,138453,4
0.56,0.473,-7.23,0.0533,0.618,0.0,0.31,0.441,109.414,4wH7ZoqgETaACS9BlUkvuY,175345,4
0.718,0.709,-5.568,0.039,0.258,0.0,0.101,0.54,119.974,3XoYqtiWHhsk59frZupImG,179427,4
0.59,0.846,-4.251,0.0396,0.182,0.0,0.53,0.733,146.028,19ZzEzb4BVK1wVO4brrmZz,174681,4
0.634,0.764,-5.858,0.0297,0.00354,0.0,0.337,0.736,104.03,6aIrXGmaFqPafbYgxbMUsj,189560,4
0.464,0.755,-5.707,0.0354,0.00838,0.0,0.0989,0.449,155.973,1fff5nZGyRJtFLkOrSSwOU,216764,4
0.947,0.605,-8.621,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,3IPGG5Niex4hGlXFOYWzp9,133613,4
0.836,0.743,-6.305,0.0653,0.0974,0.0,0.335,0.723,108.965,6HMtHNpW6YPi1hrw9tgF8P,191938,4
0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3WMj8moIAXJhHsyLaqIIHI,228013,3
0.519,0.617,-4.287,0.0313,0.0387,0.0,0.401,0.222,147.708,0oWraSo5ASJ0h1BEagTyEw,225300,3
0.801,0.601,-7.574,0.255,0.0777,3.23e-05,0.145,0.74,159.969,0hquQWY3xvYqN4qtiquniF,182907,4
0.607,0.912,-3.449,0.0611,0.124,0.0,0.332,0.722,134.944,200x8ONbPfFzByUr3fVz46,206107,4
0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4k6Uh1HXdhtusDW5y8Gbvy,232067,4
0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4k6Uh1HXdhtusDW5y8Gbvy,232067,4
0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4uUG5RXrOk84mYEfFvj3cK,175238,4
0.571,0.544,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052,1xK59OXxi2TAAAbmZK0kBL,132631,4
0.719,0.661,-4.634,0.144,0.00176,0.0,0.0936,0.226,87.932,6qzBOV7lg2pnYm1tIvjxo3,192727,5
0.485,0.545,-7.924,0.0336,0.0651,0.00547,0.0642,0.0385,150.185,4Ls53fBNVfaXTROBi6X8Hw,123891,4
0.834,0.522,-3.574,0.0703,0.34,1.59e-06,0.0783,0.854,145.035,0QHEIqNKsMoOY5urbzN48u,134256,4
0.598,0.47,-8.744,0.0496,0.617,0.0,0.505,0.879,67.086,2EjXfH91m7f8HiJN1yQg97,126267,4
0.754,0.424,-8.463,0.0363,0.643,0.0,0.0652,0.806,119.705,7vQbuQcyTflfCIOu3Uzzya,130973,4
0.509,0.812,-5.438,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,3nAp4IvdMPPWEH9uuXFFV5,229640,4
0.848,0.512,-7.72,0.102,0.228,0.00232,0.0879,0.572,120.009,2wSTnntOPRi7aQneobFtU4,181840,4
0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3WMj8moIAXJhHsyLaqIIHI,228013,3
0.834,0.522,-3.574,0.0703,0.34,1.59e-06,0.0783,0.854,145.035,0QHEIqNKsMoOY5urbzN48u,134256,4
0.728,0.818,-5.068,0.0329,0.323,0.0,0.582,0.681,119.706,5W4kiM2cUYBJXKRudNyxjW,157478,4
0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,5odlY52u43F5BjByhxg7wg,209260,3
0.485,0.545,-7.924,0.0336,0.0651,0.00547,0.0642,0.0385,150.185,4Ls53fBNVfaXTROBi6X8Hw,123891,4
0.95,0.891,-2.653,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4C6Uex2ILwJi9sZXRdmqXp,170977,4
0.582,0.568,-7.3,0.0275,0.577,0.0,0.105,0.394,121.991,1TE8AAk9koG0UJco6ZAUfx,207541,3
0.839,0.813,-3.979,0.36,0.0744,0.0,0.116,0.711,79.816,0WNfQxDGaPTl0yogcMR5v1,209811,4
0.709,0.583,-5.298,0.204,0.138,2.97e-06,0.195,0.533,116.624,0vjeOZ3Ft5jvAi9SBFJm1j,182667,4
0.247,0.299,-6.083,0.0315,0.899,0.0,0.131,0.172,177.115,35ovElsgyAtQwYPYnZJECg,196520,4
0.539,0.508,-6.05,0.0288,0.727,0.0,0.174,0.227,101.358,0T5iIrXA4p5GsubkhuBIKV,177720,3
0.565,0.56,-6.034,0.0275,0.538,0.0,0.0961,0.325,159.931,67AdiJcurlf6gocGobfaXs,177267,4
0.365,0.541,-7.489,0.0304,0.0419,2.25e-06,0.281,0.329,86.041,6ngGiVX91DRmGDH4G5EgeO,232093,4
0.587,0.632,-5.416,0.0311,0.148,1.01e-05,0.158,0.392,139.974,5DIBVDJOHh7djepAjKHWCO,199040,4
0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,0WtM2NBVQNNJLh6scP13H8,239318,4
0.473,0.751,-5.196,0.0318,9.91e-05,0.0181,0.118,0.569,110.025,0unNLQbn2xlm2nPcB1pdjS,183787,4
0.667,0.75,-4.602,0.0906,0.0746,0.000198,0.197,0.486,126.041,72yP0DUlWPyH8P7IoxskwN,202246,4
0.472,0.701,-4.563,0.0369,0.0387,0.0,0.107,0.515,79.805,7xNYZeFtrB05pi9tc6lEeb,169440,4
0.955,0.516,-10.501,0.33,0.332,0.0,0.189,0.694,119.926,6RGH7mvHffrBcHuW60vgZB,125858,4
0.796,0.806,-3.441,0.321,0.332,0.0,0.104,0.56,178.007,4NoOME4Dhf4xgxbHDT7VGe,200120,4
0.613,0.923,-5.187,0.0307,0.00413,1.97e-06,0.284,0.893,141.982,1rXq0uoV4KTgRN64jXzIxo,206865,4
0.567,0.841,-3.933,0.0263,0.00543,0.000922,0.137,0.712,103.982,03fs6oV5JAlbytRYf3371S,187047,4
0.686,0.833,-3.768,0.0381,0.0619,3.76e-05,0.0657,0.833,143.965,7phmBo7bB9I9YifAXqnlqV,181767,4
0.813,0.381,-9.339,0.0494,0.276,0.0,0.0985,0.434,116.028,1SRw5p2lVAi7RGlHEmZg66,208630,4
0.765,0.552,-7.524,0.309,0.175,0.0,0.193,0.492,119.476,5wG3HvLhF6Y5KTGlK0IW3J,194787,4
0.766,0.914,-3.925,0.0464,0.188,0.0,0.0915,0.77,124.028,596qBkNP4ezd84Y2mqL2tM,158739,4
0.706,0.648,-6.348,0.324,0.505,0.0,0.215,0.802,77.533,6OfOzTitafSnsaunQLuNFw,161041,4
0.938,0.606,-6.396,0.419,0.117,0.0,0.528,0.706,121.108,0WoVfPjxsf9MTvPt9ptqeE,123673,4
0.657,0.871,-4.614,0.0675,0.0031,0.0,0.102,0.532,114.974,2KtGiBi5CrX2ERPD2PAS34,179640,4
0.436,0.409,-4.438,0.0533,0.499,0.000166,0.38,0.363,98.357,6unndO70DvZfnXYcYQMyQJ,160166,3
0.851,0.676,-5.738,0.0366,0.395,0.00342,0.0907,0.523,132.007,1DBXfbLYNqIlPwxjUxDxaR,201993,3
0.795,0.507,-8.06,0.303,0.0612,0.0,0.272,0.48,146.771,0Ymjv0OJeIIPXr6s9wi3iW,88304,4
0.708,0.737,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986,7ABLbnD53cQK00mhcaOUVG,197920,4
0.739,0.413,-6.709,0.0282,0.47,2.51e-05,0.131,0.649,139.921,3sYBFUXTv0STUoUINx9Qe8,208853,4
0.663,0.77,-4.88,0.0371,0.0876,0.0,0.352,0.772,132.058,6CThut6kPrjot0pTJOTEer,167535,4
0.57,0.557,-12.055,0.105,0.143,0.0,0.0926,0.301,83.224,5W0RVQViQC7xocvAUnIs6Z,153129,4
0.468,0.495,-10.671,0.167,0.717,0.0,0.11,0.171,114.227,0wGVE3BxTW5KCjoLsNlVRB,190588,5
0.634,0.538,-9.213,0.0603,0.0514,0.0,0.099,0.152,168.029,4aA7Lrm6rLGHx5kRMVb7NU,160714,5
0.664,0.5,-6.935,0.0651,0.799,0.0,0.0966,0.801,117.896,0mflMxspEfB0VbI1kyLiAv,182347,4
0.675,0.546,-7.716,0.0511,0.556,0.00441,0.167,0.607,77.415,7DswEZZthZ6piQpL25qGAM,184258,4
0.724,0.779,-5.412,0.0807,0.098,0.0,0.127,0.53,123.013,6rjuKpPydT2SxN15TZpV7r,144390,4
0.567,0.841,-3.933,0.0263,0.00543,0.000922,0.137,0.712,103.982,03fs6oV5JAlbytRYf3371S,187047,4
0.663,0.77,-4.88,0.0371,0.0876,0.0,0.352,0.772,132.058,6CThut6kPrjot0pTJOTEer,167535,4
0.461,0.887,-4.871,0.0429,0.000219,0.0,0.104,0.411,95.964,5ya0TmUQw2wHMkq36rPsnd,189987,4
0.853,0.824,-3.287,0.103,0.0322,0.0,0.0859,0.888,108.044,6xGr4tVzpTX99p9Cf0hRRL,201812,4
0.512,0.709,-5.767,0.0327,0.0423,4.3e-06,0.107,0.261,97.971,5DQU4Fmdx7Hs7pwtcZMSTK,211413,4
0.529,0.772,-7.013,0.0287,0.403,2.21e-06,0.316,0.853,91.751,5ASM6Qjiav2xPe7gRkQMsQ,181267,4
0.525,0.621,-7.364,0.117,0.0489,0.0,0.291,0.592,191.868,0lizgQ7Qw35od7CYaoMBZb,204093,4
0.712,0.603,-5.52,0.0262,0.186,0.0,0.115,0.67,97.994,1Lo0QY9cvc8sUB2vnIOxDT,265493,4
0.659,0.789,-5.723,0.0293,0.487,0.0,0.115,0.468,139.982,0PAcdVzhPO4gq1Iym9ESnK,177388,4
0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.104,0.242,159.92,17phhZDn6oGtzMe56NuWvj,210689,3
0.599,0.651,-7.343,0.035,0.0486,0.0,0.126,0.153,100.001,1Iq8oo9XkmmvCQiGOfORiz,229478,4
0.85,0.699,-3.292,0.0776,0.152,0.0,0.32,0.915,114.481,0cVyQfDyRnMJ0V3rjjdlU3,114234,4
0.93,0.435,-6.694,0.202,0.0173,0.000287,0.117,0.227,144.978,1a73gcEg6h6Re6hHXoVltJ,172138,4
0.353,0.77,-11.066,0.0493,0.0016,0.598,0.109,0.224,145.225,1DgtQlVNotingln271ZKCx,267893,4
0.664,0.5,-6.935,0.0651,0.799,0.0,0.0966,0.801,117.896,0mflMxspEfB0VbI1kyLiAv,182347,4
0.461,0.887,-4.871,0.0429,0.000219,0.0,0.104,0.411,95.964,5ya0TmUQw2wHMkq36rPsnd,189987,4
0.744,0.789,-4.876,0.059,0.0036,0.00144,0.0947,0.866,116.985,6D8y7Bck8h11byRY88Pt2z,185918,4
0.494,0.567,-4.156,0.0334,0.0235,2.4e-06,0.146,0.22,112.011,0MIp9iBm1V41ERxkZnmSUG,218260,3
0.663,0.77,-4.88,0.0371,0.0876,0.0,0.352,0.772,132.058,6CThut6kPrjot0pTJOTEer,167535,4
0.444,0.629,-4.435,0.0318,0.00544,0.0,0.271,0.376,134.931,7hZTywPKMdVjJzwdWu11BK,200347,3
0.662,0.55,-5.816,0.0366,0.00354,8.95e-06,0.406,0.308,136.184,0kE09o4Jdeu7vqjmkV1YJP,141368,4
0.512,0.709,-5.767,0.0327,0.0423,4.3e-06,0.107,0.261,97.971,5DQU4Fmdx7Hs7pwtcZMSTK,211413,4
0.781,0.569,-7.858,0.0978,0.0534,0.0,0.098,0.0739,121.971,2x2olWuWXpqjoeE4bO1NFS,125902,4
0.708,0.731,-4.872,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,0eBFgRxyVSeuT4iyrbukdn,239533,4
0.461,0.718,-5.627,0.0666,0.139,1.66e-05,0.0968,0.334,162.187,09hVlIVHtEE1nLUv6YGZiW,233869,4
0.791,0.694,-4.332,0.0335,0.0736,1.75e-06,0.0958,0.826,123.508,2Zo1PcszsT9WQ0ANntJbID,185553,4
0.409,0.347,-8.159,0.0359,0.834,4.55e-06,0.121,0.199,141.332,56xHMIfQPoe0prrSi3BGhf,205484,4
0.73,0.849,-5.281,0.0299,0.00234,2.57e-05,0.312,0.887,117.308,4tKGFmENO69tZR9ahgZu48,230013,4
0.796,0.468,-6.375,0.0324,0.122,0.0,0.118,0.0677,119.98,0WIv5qV41y6YjjB9V1biuC,188000,4
0.894,0.66,-5.349,0.33,0.0243,0.0,0.139,0.181,148.072,5A8xI7PN4WDe9e61xEdt94,142703,4
0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.0826,0.747,151.647,2GxrNKugF82CnoRFbQfzPf,142515,4
0.7,0.582,-5.96,0.0356,0.0502,0.0,0.0881,0.785,116.712,0WbMK4wrZ1wFSty9F7FCgu,218424,4
0.702,0.606,-7.288,0.197,0.00199,0.0,0.382,0.337,75.497,55i5Hdv7VkcQtXCn1zyvKg,139467,4
0.506,0.757,-4.802,0.037,0.0798,0.0,0.0885,0.489,79.984,3Hns0fETEXY84fGjboAbT7,183920,4
0.768,0.723,-5.061,0.169,0.0167,1.47e-05,0.127,0.208,136.003,4dBoAE3FBnVQa9zBqWLMjQ,148240,4
0.795,0.63,-5.854,0.0434,0.157,0.0,0.0732,0.447,97.998,0Lmbke3KNVFXtoH2mMSHCw,173640,4
0.649,0.663,-9.059,0.229,0.263,0.0,0.144,0.208,139.023,4KWeGKChLKcnZsj3sIOSkW,284893,4
0.45,0.812,-4.338,0.0419,0.0185,2.74e-06,0.0858,0.591,151.872,2b98AhAxuK5i4YUHaQ7eQR,201807,4
0.722,0.725,-4.41,0.037,0.153,0.0,0.393,0.468,128.007,2ObBVRY8a2lnAkNG62u9eC,163894,4
0.731,0.586,-7.564,0.172,0.116,0.0,0.0987,0.147,125.845,3lUYO6zvXI88sNDpyKvIJ2,199165,4
0.786,0.761,-3.315,0.0606,0.0943,1.47e-06,0.312,0.449,149.002,6XVkJ1fM7NkjODPYI7QbAM,128859,4
0.702,0.631,-8.365,0.124,0.0315,1.26e-06,0.145,0.429,88.91,1mg8rzws9v1V7OrHAIwT84,172644,4
0.406,0.619,-6.762,0.0958,0.255,1.23e-06,0.399,0.601,83.53,5ahdQDl9WGN9dNDDH0RKyJ,147750,4
0.38,0.784,-6.004,0.299,0.523,0.000139,0.494,0.418,82.318,1YdtGoSYDvVQKoUqSDXX41,284364,4
0.705,0.339,-10.612,0.0278,0.552,0.0814,0.12,0.457,97.989,3siwsiaEoU4Kuuc9WKMUy5,236907,4
